     2	02
     1	0201
     1	13
     1	15일
     1	1997-99
     2	1999
     2	1명
     1	1백만원
     1	1천만원
     1	1팀
     1	20
     1	2645
     1	30일
     1	3429
     1	3백만원
     1	50만원
     1	5명
     1	5백만원
     2	6
     1	780
     1	7월
     1	8월31일
     1	9월20일
     1	All
     1	Copyright
     1	Reserved
     1	Rights
     1	SW공모전
     3	http
     1	samsung.co.kr
     1	www.fkii.or.kr
     1	www.pcwa.go.kr
     1	www.sds
     1	yoonn@joongang.co.kr
     2	가능
     1	가산점
     1	각종
     1	개인
     2	개최
     2	게임
     1	계획
     1	공모
     1	공모대전
     1	공모전
     1	관련
     1	교육
     1	교육용
     1	금상1팀
     1	기관
     1	기업
     1	기자
     1	김종윤
     1	뉴스네이버
     1	뉴스통합검색
     1	능력
     1	다수
     1	대상
     1	대통령직속
     1	대학
     1	대학원생
     2	동상
     1	동상3팀
     1	동영상
     1	디지털애니메이션
     2	멀티미디어
     1	명인
     1	명인전
     1	모집분야
     2	문의
     2	물론
     1	보안시스템
     1	보안시스템등
     1	부문
     1	비즈니스
     2	삼성SDS
     1	삼성전자
     1	상금
     1	상당
     1	상도
     1	상품
     1	선발
     2	수
     2	수상자
     1	시스템
     1	신청접수
     1	실시
     1	아이템
     1	여고생
     1	여대생
     1	여성
     1	여성멀티미디어
     1	여성특별위원회
     2	외
     2	우선
     1	우편접수
     1	운영가능
     1	은상
     2	응모
     2	이
     2	이상
     1	이상의
     5	인터넷
     1	인터넷관련
     1	인터넷웹상
     1	인트라넷
     1	일반
     1	일부
     1	입사지원
     1	입사혜택
     2	입상자
     2	입상자들
     1	자사
     1	작품접수
     1	장려상
     2	접수
     1	정보과학의학
     1	제1회
     1	제5회
     1	제공
     1	주기
     1	주목
     3	중
     1	중고생과
     1	지원
     1	지원시
     1	직접접수
     1	참가대상
     1	창업
     1	채용
     1	채용기회
     1	취직
     1	취직기회
     2	콘텐츠
     1	테스트
     1	팀
     2	팀당
     1	하
     1	한마
     1	한마당
     1	함
     2	해
     1	혜택
     2	홈페이지
     1	홈페이지등
     1	銅賞
     2	日
